LP,Data_przybycia,Nr_IMO,Bandera,Nabrzeze
7252,2018/11/26,8728048,VC,ANGIELSKIE
7253,2018/11/26,7615749,PL,SPOLDZIELCZE
7254,2018/11/26,9369526,GI,HUTA (KRA)
7255,2018/11/26,9032458,VC,SNOP S
7256,2018/11/26,9723954,MH,CZESKIE
7257,2018/11/26,9373503,AG,REGALICA
7258,2018/11/26,9155913,CY,BULGARSKIE
7259,2018/11/26,9234410,LV,BULGARSKIE
7260,2018/11/26,9279032,NL,SLOWACKIE
7261,2018/11/26,9433341,AG,WALBRZYSKIE
7262,2018/11/27,8124474,FO,GDANSKIE
7263,2018/11/27,8616087,LT,BYTOMSKIE
7264,2018/11/27,9518218,IE,ROSYJSKIE
7265,2018/11/27,6605448,PL,WARSZTATOWE
7266,2018/11/27,7704057,PL,CAL
7267,2018/11/27,9528512,GI,REGALICA
7268,2018/11/27,9333345,DE,FINSKIE
7269,2018/11/27,9691498,PH,CHORZOWSKIE
7270,2018/11/27,9429194,AG,CZESKIE
7271,2018/11/27,9140956,BS,SLOWACKIE
7272,2018/11/27,6507983,VC,HUTA (KRA)
7273,2018/11/27,9408889,LR,BULGARSKIE
7274,2018/11/28,9199256,AG,GORNOSLASKIE
7275,2018/11/28,5273389,PL,BULWAR CHROBREGO
7276,2018/11/28,9518426,AG,SNOP S
7277,2018/11/28,8511029,DE,SNOP N
7278,2018/11/28,9471991,CY,HUTA (KRA)
7279,2018/11/28,9161247,PL,BULWAR CHROBREGO
7280,2018/11/28,9305362,PT,PARNICKIE
7281,2018/11/28,8911841,NL,CEMENTOWE
7282,2018/11/29,9467249,NL,WULKAN N
7283,2018/11/29,9436252,ES,SLOWACKIE
7284,2018/11/30,7615749,PL,SPOLDZIELCZE
7285,2018/11/30,8504208,DE,POZNANSKIE
7286,2018/11/30,8209717,BS,PARNICKIE
7287,2018/11/30,9721669,NL,KATOWICKIE
7288,2018/11/30,9369007,PT,FINSKIE
7289,2018/11/30,8707783,AG,HUTA (KRA)
7290,2018/11/30,8129395,FO,ARSENAL
7291,2018/12/01,9505687,NO,PARNICKIE
7292,2018/12/01,9291119,BS,SLOWACKIE
7293,2018/12/01,7615749,PL,SPOLDZIELCZE
7294,2018/12/02,9136101,BE,BELGIJSKIE
7295,2018/12/02,9228978,NL,HUTA (KRA)
7296,2018/12/02,9313747,LU,PARNICKIE
7297,2018/12/02,8303408,IS,REMONTOWE
7298,2018/12/02,9358010,LR,GORNOSLASKIE
7299,2018/12/02,9059248,DK,ODRA STARE
7300,2018/12/02,9267259,NO,ODRA STARE
7301,2018/12/02,7615749,PL,SPOLDZIELCZE
7302,2018/12/02,8919855,AG,FINSKIE
7303,2018/12/02,9030230,FI,PRZEMYSLOWE
7304,2018/12/03,9507087,NL,KATOWICKIE
7305,2018/12/03,9268849,NO,HUTA (KRA)
7306,2018/12/03,9106584,LT,SNOP S
7307,2018/12/03,7615749,PL,SPOLDZIELCZE
7308,2018/12/03,9411783,NL,RUMUNSKIE
7309,2018/12/03,9187916,MT,BULGARSKIE
7310,2018/12/04,9361328,NL,CZESKIE
7311,2018/12/04,8604022,RU,BULGARSKIE
7312,2018/12/04,9380726,AG,PARNICKIE
7313,2018/12/04,9323651,GI,SLOWACKIE
7314,2018/12/04,9229049,NL,SLOWACKIE
7315,2018/12/04,8814201,VC,WEGIERSKIE
7316,2018/12/04,9279056,NL,CZESKIE
7317,2018/12/04,9342164,MT,BELGIJSKIE
7318,2018/12/04,9180865,AG,BYTOMSKIE
7319,2018/12/05,8814196,AG,DRZETOWSKIE N
7320,2018/12/05,9201970,NL,KATOWICKIE
7321,2018/12/05,9279408,NL,GORNOSLASKIE
7322,2018/12/05,9123570,BB,SLOWACKIE
7323,2018/12/05,9458145,TR,PARNICKIE
7324,2018/12/05,9333345,DE,CZESKIE
7325,2018/12/06,8504208,DE,POZNANSKIE
7326,2018/12/06,9199414,GI,CZESKIE
7327,2018/12/06,8714841,DE,WEGIERSKIE
7328,2018/12/06,9201815,NL,SLOWACKIE
7329,2018/12/06,9298040,MT,CPN III
7330,2018/12/06,8026440,PL,SLOWACKIE
7331,2018/12/06,8881711,RU,BULGARSKIE
7332,2018/12/07,9491757,BB,WALBRZYSKIE
7333,2018/12/07,9374703,NL,HOLENDERSKIE
7334,2018/12/07,9360491,PT,REGALICA
7335,2018/12/07,9489522,NL,REGALICA
7336,2018/12/07,9732773,MH,HUTA (KRA)
7337,2018/12/07,9555345,RU,SNOP S
7338,2018/12/07,9240732,VC,WEGIERSKIE
7339,2018/12/07,9456721,NL,KATOWICKIE
7340,2018/12/07,9161247,PL,BULWAR CHROBREGO
7341,2018/12/07,8407711,CY,ARSENAL
7342,2018/12/07,8026440,PL,CAL
7343,2018/12/08,9741138,LR,BYTOMSKIE
7344,2018/12/08,9365984,GI,FINSKIE
7345,2018/12/08,9534250,LR,KATOWICKIE
7346,2018/12/09,9148207,LV,BELGIJSKIE
7347,2018/12/09,9769116,FI,PARNICKIE
7348,2018/12/09,8609606,FI,HUTA (KRA)
7349,2018/12/09,9225586,NL,CHORZOWSKIE
7350,2018/12/09,9357509,NL,PRZEMYSLOWE
7351,2018/12/09,9512434,LR,WEGIERSKIE
7352,2018/12/10,9140815,MT,FARBOLAK SWFIL
7353,2018/12/10,6507983,VC,SNOP N
7354,2018/12/10,9430947,MT,KATOWICKIE
7355,2018/12/10,7424724,PA,ODRA NOWE
7356,2018/12/10,9491733,BB,WALBRZYSKIE
7357,2018/12/10,8918708,NL,SLOWACKIE
7358,2018/12/10,7615749,PL,SPOLDZIELCZE
7359,2018/12/11,9073892,BS,HUTA (KRA)
7360,2018/12/11,9415040,AG,SLOWACKIE
7361,2018/12/11,9195717,NL,REGALICA
7362,2018/12/11,8222367,RU,WALBRZYSKIE
7363,2018/12/11,9279070,AG,CZESKIE
7364,2018/12/11,9554157,TR,KATOWICKIE
7365,2018/12/12,9333345,DE,FINSKIE
7366,2018/12/12,9429194,AG,CZESKIE
7367,2018/12/12,9116010,NL,REGALICA
7368,2018/12/12,9195834,CY,SLOWACKIE
7369,2018/12/12,8603365,RU,CHORZOWSKIE
7370,2018/12/12,9059248,DK,ODRA STARE
7371,2018/12/12,9267273,NO,ODRA STARE
7372,2018/12/12,9374909,NL,KATOWICKIE
7373,2018/12/12,8915744,CY,FOSFATOWE
7374,2018/12/12,9116022,MT,GORNOSLASKIE
7375,2018/12/13,9126912,MT,BYTOMSKIE
7376,2018/12/13,6617855,AG,WEGIERSKIE
7377,2018/12/13,9088287,PL,GLIWICKIE
7378,2018/12/13,9356505,NL,BULGARSKIE
7379,2018/12/13,8618358,SE,DOK 5
7380,2018/12/13,9767704,BS,GNIE????NIENSKIE
7381,2018/12/13,9161247,PL,BULWAR CHROBREGO
7382,2018/12/13,8801113,AG,GLIWICKIE
7383,2018/12/13,9549633,RU,REGALICA
7384,2018/12/13,9232486,NL,PARNICKIE
7385,2018/12/13,9285433,CY,GORNOSLASKIE
7386,2018/12/13,9041320,AG,RUMUNSKIE
7387,2018/12/13,9345362,BE,ANGIELSKIE
7388,2018/12/13,8919855,AG,FINSKIE
7389,2018/12/14,9121912,AG,GORNOSLASKIE
7390,2018/12/14,9436264,NO,ROSYJSKIE
7391,2018/12/14,9658355,MH,CPN III
7392,2018/12/14,9350939,NL,PARNICKIE
7393,2018/12/14,9186352,NO,HUTA (KRA)
7394,2018/12/14,9148180,NL,HOLENDERSKIE
7395,2018/12/14,9139115,AG,KATOWICKIE
7396,2018/12/14,9073581,BS,HUTA (KRA)
7397,2018/12/15,9085481,CY,FOSFATOWE
7398,2018/12/15,9300489,PT,PARNICKIE
7399,2018/12/15,9349215,CY,FINSKIE
7400,2018/12/15,9344198,MT,CPN III
7401,2018/12/15,8504179,AG,POZNANSKIE
7402,2018/12/15,9566784,AG,KATOWICKIE
7403,2018/12/16,8129395,FO,GLIWICKIE
7404,2018/12/16,9258985,NL,CHORZOWSKIE
7405,2018/12/16,8813972,NO,RUMUNSKIE
7406,2018/12/16,9238387,NL,PARNICKIE
7407,2018/12/16,7330052,NO,WALBRZYSKIE
7408,2018/12/16,9264740,AG,CZESKIE
7409,2018/12/16,8128884,BS,GORNOSLASKIE
7410,2018/12/17,9507362,MT,PARNICKIE
7411,2018/12/17,9534286,AG,HUTA (KRA)
7412,2018/12/17,9576703,AG,SNOP S
7413,2018/12/17,8211100,KN,BULGARSKIE
7414,2018/12/17,8876572,BZ,GLIWICKIE
7415,2018/12/17,7928158,CY,WALBRZYSKIE
7416,2018/12/17,7924059,EE,WALBRZYSKIE
7417,2018/12/17,9187916,MT,BULGARSKIE
7418,2018/12/18,9279032,NL,CZESKIE
7419,2018/12/18,9113721,NL,FINSKIE
7420,2018/12/18,9179361,CY,GORNOSLASKIE
7421,2018/12/18,9279070,AG,WULKAN POCHYLNIA
7422,2018/12/18,9136307,DK,DRZETOWSKIE N
7423,2018/12/18,9195822,FO,BYTOMSKIE
7424,2018/12/18,5346473,DE,NOTECKIE
7425,2018/12/18,9197765,GI,PARNICKIE
7426,2018/12/18,8609606,FI,FOSFATOWE
7427,2018/12/19,9044932,CY,OKO
7428,2018/12/19,9609653,MH,KATOWICKIE
7429,2018/12/19,9195377,GI,GLIWICKIE
7430,2018/12/19,7730769,PL,WARSZTATOWE
7431,2018/12/19,9312688,AG,PIRS W
7432,2018/12/19,9555333,RU,BULGARSKIE
7433,2018/12/19,9228930,DE,SLOWACKIE
7434,2018/12/20,9344203,MT,CPN III
7435,2018/12/20,7615749,PL,SPOLDZIELCZE
7436,2018/12/20,9006289,FO,ZBOZOWE
7437,2018/12/20,9132492,BZ,GORNOSLASKIE
7438,2018/12/20,9491757,BB,HUTA (KRA)
7439,2018/12/20,6808090,VC,GLIWICKIE
7440,2018/12/20,9272735,MH,HUTA (KRA)
7441,2018/12/20,9356529,NL,HOLENDERSKIE
7442,2018/12/20,8412687,BS,POLSKIE
7443,2018/12/20,7704057,PL,CAL
7444,2018/12/20,9467225,NL,REGALICA
7445,2018/12/20,9411745,NL,RUMUNSKIE
7446,2018/12/20,8506024,DK,DRZETOWSKIE N
7447,2018/12/21,9503524,NL,REGALICA
7448,2018/12/21,9011985,DE,GLIWICKIE
7449,2018/12/21,9712979,MH,KATOWICKIE
7450,2018/12/21,9365984,GI,FINSKIE
7451,2018/12/21,9195391,NL,POZNANSKIE
7452,2018/12/21,8511885,VC,BULGARSKIE
7453,2018/12/21,8604022,RU,BULGARSKIE
7454,2018/12/22,9416331,GB,ZBOZOWE
7455,2018/12/22,9658355,MH,CPN III
7456,2018/12/22,8607725,AG,ANGIELSKIE
7457,2018/12/23,8222185,AG,HUTA (KRA)
7458,2018/12/23,9517238,PT,CHORZOWSKIE
7459,2018/12/23,9246267,AG,PRZEMYSLOWE
7460,2018/12/23,9113721,NL,FINSKIE
7461,2018/12/23,9325142,AG,GORNOSLASKIE
7462,2018/12/24,9356581,CY,PARNICKIE
7463,2018/12/24,9549633,RU,BYTOMSKIE
7464,2018/12/24,9436264,NO,ROSYJSKIE
7465,2018/12/24,9507130,MT,BELGIJSKIE
7466,2018/12/24,9171096,BB,RUMUNSKIE
7467,2018/12/24,9534250,LR,SLOWACKIE
7468,2018/12/24,9179311,FI,GORNOSLASKIE
7469,2018/12/24,8919855,AG,BELGIJSKIE
7470,2018/12/24,9555345,RU,BULGARSKIE
7471,2018/12/25,9248370,AG,FOSFATOWE
7472,2018/12/25,9552056,LU,SLOWACKIE
7473,2018/12/26,9349215,CY,FINSKIE
7474,2018/12/26,9034494,NO,GLIWICKIE
7475,2018/12/26,9119634,DE,ZBOZOWE
7476,2018/12/26,7615749,PL,SPOLDZIELCZE
7477,2018/12/27,9429194,AG,FINSKIE
7478,2018/12/27,8225474,PL,WARSZTATOWE
7479,2018/12/27,9501655,AG,GRECKIE
7480,2018/12/27,9161912,NO,MAZOWIECKIE
7481,2018/12/27,9333644,FO,POLSKIE
7482,2018/12/27,8215728,BS,CZESKIE
7483,2018/12/28,9017434,CY,GORNOSLASKIE
7484,2018/12/28,9194282,FI,FOSFATOWE
7485,2018/12/28,8906212,LV,GDYNSKIE S
7486,2018/12/29,9558048,GB,CHORZOWSKIE
7487,2018/12/29,9658355,MH,CPN III
7488,2018/12/29,9313814,NL,PRZEMYSLOWE
7489,2018/12/29,9265249,NL,PARNICKIE
7490,2018/12/29,8821797,RU,GORNOSLASKIE
7491,2018/12/29,8918734,NL,WEGIERSKIE
7492,2018/12/30,9085455,BE,ANGIELSKIE
7493,2018/12/30,9361354,NL,CEMENTOWE
7494,2018/12/30,9536521,AG,HOLENDERSKIE
7495,2018/12/31,9277319,AG,SLOWACKIE
7496,2018/12/31,8906298,MT,HUTA (KRA)
7497,2018/12/31,9344320,PT,PARNICKIE
7498,2018/12/31,9519808,AG,HUTA (KRA)
7499,2018/12/31,9617325,CY,PARNICKIE
7500,2018/12/31,9215658,NL,WALBRZYSKIE
7501,2018/12/31,8915756,BB,REGALICA
7502,2018/12/31,9213997,AG,BYTOMSKIE
7503,2019/01/01,8026440,PL,CAL
7504,2019/01/01,9454383,AG,SLOWACKIE
7505,2019/01/01,9333345,DE,FINSKIE
7506,2019/01/01,9313864,NL,GORNOSLASKIE
7507,2019/01/02,8026440,PL,CAL
7508,2019/01/03,9323651,GI,SLOWACKIE
7509,2019/01/03,9194048,CY,GLIWICKIE
7510,2019/01/03,9518218,IE,PARNICKIE
7511,2019/01/03,8820107,MT,SLOWACKIE
7512,2019/01/03,9536064,AG,PIRS E
7513,2019/01/03,9050125,CY,KATOWICKIE
7514,2019/01/03,8215728,BS,OKO
7515,2019/01/03,8500630,KN,GNIE????NIENSKIE
7516,2019/01/04,9554781,NL,BULGARSKIE
7517,2019/01/04,8603365,RU,CZESKIE
7518,2019/01/04,9210359,RU,CZESKIE
7519,2019/01/04,9132492,BZ,GORNOSLASKIE
7520,2019/01/04,9365984,GI,FINSKIE
7521,2019/01/04,6507983,VC,HUTA (KRA)
7522,2019/01/04,9557393,AG,BULGARSKIE
7523,2019/01/05,9195729,IM,REGALICA
7524,2019/01/05,9658355,MH,CPN III
7525,2019/01/06,9232498,VC,SLOWACKIE
7526,2019/01/06,9136101,BE,ANGIELSKIE
7527,2019/01/06,7937965,PL,WARSZTATOWE
7528,2019/01/06,8402589,PA,BYTOMSKIE
7529,2019/01/06,9760378,NL,PARNICKIE
7530,2019/01/06,9137296,LR,GLIWICKIE
7531,2019/01/06,9256169,RU,GORNOSLASKIE
7532,2019/01/07,9489558,NL,WEGIERSKIE
7533,2019/01/07,9201803,NL,SLOWACKIE
7534,2019/01/07,9186352,NO,HUTA (KRA)
7535,2019/01/07,9419254,LR,CZESKIE
7536,2019/01/07,8867052,RU,RUMUNSKIE
7537,2019/01/08,9350939,NL,OKO
7538,2019/01/08,7615749,PL,SPOLDZIELCZE
7539,2019/01/08,9333345,DE,FINSKIE
7540,2019/01/08,9019200,AG,CHORZOWSKIE
7541,2019/01/08,9167332,CY,SLOWACKIE
7542,2019/01/08,9197454,AG,REMONTOWE
7543,2019/01/08,9265665,DE,ANGIELSKIE
7544,2019/01/08,9374703,NL,HOLENDERSKIE
7545,2019/01/08,9196199,CY,HUTA (KRA)
7546,2019/01/08,5111696,DK,ARSENAL
7547,2019/01/09,9313632,AG,CZESKIE
7548,2019/01/09,8873025,RU,PIRS E
7549,2019/01/09,7924401,AG,POZNANSKIE
7550,2019/01/09,9300489,PT,PARNICKIE
7551,2019/01/09,9519042,CY,CHORZOWSKIE
7552,2019/01/09,9528512,GI,REGALICA
7553,2019/01/09,9434577,AG,REGALICA
7554,2019/01/09,8919855,AG,BELGIJSKIE
7555,2019/01/10,9163582,BB,KATOWICKIE
7556,2019/01/10,9126900,MT,WALBRZYSKIE
7557,2019/01/10,8320585,PA,BULGARSKIE
7558,2019/01/10,9433511,AG,WULKAN N
7559,2019/01/10,9226774,CY,CHORZOWSKIE
7560,2019/01/10,9150511,MT,GORNOSLASKIE
7561,2019/01/10,9501679,AG,GRECKIE
7562,2019/01/11,9246267,AG,GLIWICKIE
7563,2019/01/11,9350898,LR,CPN III
7564,2019/01/11,9290684,AG,BYTOMSKIE
7565,2019/01/11,9245275,AG,KATOWICKIE
7566,2019/01/11,9349215,CY,FINSKIE
7567,2019/01/11,9000833,BB,HUTA (KRA)
7568,2019/01/11,9150535,MT,WEGIERSKIE
7569,2019/01/11,9136307,DK,DRZETOWSKIE N
7570,2019/01/12,8407228,AG,MAZOWIECKIE
7571,2019/01/12,8820092,LT,SLOWACKIE
7572,2019/01/12,9119622,DE,REMONTOWE
7573,2019/01/12,9521344,NO,ZBOZOWE
7574,2019/01/12,8506024,DK,FOSFATOWE
7575,2019/01/12,8820107,MT,SLOWACKIE
7576,2019/01/13,7615749,PL,SPOLDZIELCZE
7577,2019/01/13,8026440,PL,CAL
7578,2019/01/13,8324672,VC,HUTA (KRA)
7579,2019/01/13,9213727,FI,OKO
7580,2019/01/13,9349435,PT,KATOWICKIE
7581,2019/01/13,9279032,NL,CZESKIE
7582,2019/01/13,9196216,NL,SLOWACKIE
7583,2019/01/13,9148207,LV,BULGARSKIE
7584,2019/01/13,9549566,AG,CHORZOWSKIE
7585,2019/01/13,7641475,PL,CAL
7586,2019/01/14,8906298,MT,HUTA (KRA)
7587,2019/01/14,9056038,BB,FOSFATOWE
7588,2019/01/14,9549633,RU,SNOP S
7589,2019/01/14,8402577,AG,RUMUNSKIE
7590,2019/01/14,9048287,CY,GDYNSKIE S
7591,2019/01/15,9041320,AG,RUMUNSKIE
7592,2019/01/15,9195640,GI,GORNOSLASKIE
7593,2019/01/15,9333345,DE,FINSKIE
7594,2019/01/15,8205187,AG,WULKAN S
7595,2019/01/15,9780134,PA,SLOWACKIE
7596,2019/01/15,9138202,GI,CZESKIE
7597,2019/01/15,9210359,RU,GORNOSLASKIE
7598,2019/01/15,9180841,MT,SNOP N
7599,2019/01/16,8222185,AG,HUTA (KRA)
7600,2019/01/16,9171101,CY,PARNICKIE
7601,2019/01/16,9463865,GI,REGALICA
7602,2019/01/16,9369306,NL,GDANSKIE
7603,2019/01/16,8407711,CY,ARSENAL
7604,2019/01/16,9361328,NL,PARNICKIE
7605,2019/01/16,8026440,PL,CAL
7606,2019/01/16,9156101,BB,WALBRZYSKIE
7607,2019/01/17,9279070,AG,BULGARSKIE
7608,2019/01/17,9198654,NL,SNOP N
7609,2019/01/17,9523548,NO,HUTA (KRA)
7610,2019/01/17,9114696,VU,KATOWICKIE
7611,2019/01/17,7330052,NO,PARNICKIE
7612,2019/01/17,9229049,NL,SLOWACKIE
7613,2019/01/17,9489534,NL,GORNOSLASKIE
7614,2019/01/18,9576777,MH,HUTA (KRA)
7615,2019/01/18,9341770,NL,HOLENDERSKIE
7616,2019/01/18,8300327,BS,POLSKIE
7617,2019/01/18,8606006,EE,WALBRZYSKIE
7618,2019/01/18,7928158,CY,WALBRZYSKIE
7619,2019/01/19,9283459,MT,PARNICKIE
7620,2019/01/19,9361366,NL,CEMENTOWE
7621,2019/01/19,9365984,GI,FINSKIE
7622,2019/01/19,9128403,CY,SNOP N
7623,2019/01/19,9173185,CY,WEGIERSKIE
7624,2019/01/19,9143374,BS,BULGARSKIE
7625,2019/01/19,9187916,MT,GRECKIE
7626,2019/01/19,7053264,TG,REMONTOWE
7627,2019/01/20,7615749,PL,SPOLDZIELCZE
7628,2019/01/20,9373527,GB,ARSENAL
7629,2019/01/20,9247132,NO,ROSYJSKIE
7630,2019/01/20,9136101,BE,CHORZOWSKIE
7631,2019/01/20,7924401,AG,DRZETOWSKIE N
7632,2019/01/20,9548304,NL,KATOWICKIE
7633,2019/01/20,9341768,NL,GLIWICKIE
7634,2019/01/20,9487603,MT,SNOP S
7635,2019/01/20,9167978,CY,KATOWICKIE
7636,2019/01/20,8402589,PA,BYTOMSKIE
7637,2019/01/20,9534547,NL,BULGARSKIE
7638,2019/01/20,9256169,RU,SLOWACKIE
7639,2019/01/20,9115925,VC,GORNOSLASKIE
7640,2019/01/21,9658367,MH,CPN III
7641,2019/01/21,9434163,CY,PARNICKIE
7642,2019/01/21,9015046,AG,OKO
7643,2019/01/21,9386392,MH,GDYNSKIE S
7644,2019/01/21,9544891,NL,GORNOSLASKIE
7645,2019/01/21,9108740,NO,FARBOLAK SWFIL
7646,2019/01/22,8407228,AG,KATOWICKIE
7647,2019/01/22,9350939,NL,CZESKIE
7648,2019/01/22,8919855,AG,FINSKIE
7649,2019/01/22,9195638,NL,REGALICA
7650,2019/01/22,9374909,NL,SLOWACKIE
7651,2019/01/22,8607725,AG,ANGIELSKIE
7652,2019/01/22,8404458,VU,HOLENDERSKIE
7653,2019/01/23,8222185,AG,ODRA STARE
7654,2019/01/23,9213739,NL,HUTA (KRA)
7655,2019/01/23,8026440,PL,CAL
7656,2019/01/23,9708033,LR,BULGARSKIE
7657,2019/01/23,8505915,VC,GLIWICKIE
7658,2019/01/23,9038397,BS,KATOWICKIE
7659,2019/01/23,9522817,MH,CHORZOWSKIE
7660,2019/01/23,8104541,PA,MAZOWIECKIE
7661,2019/01/23,9333345,DE,FINSKIE
7662,2019/01/24,8111647,SE,DRZETOWSKIE N
7663,2019/01/24,8407711,CY,DRZETOWSKIE N
7664,2019/01/24,9528512,GI,CZESKIE
7665,2019/01/24,7615749,PL,SPOLDZIELCZE
7666,2019/01/24,9060687,BB,PARNICKIE
7667,2019/01/24,9114737,MT,GLIWICKIE
7668,2019/01/24,9725861,LR,KATOWICKIE - DALBY
7669,2019/01/24,9361330,BE,BYTOMSKIE
7670,2019/01/24,9198446,BB,FOSFATOWE
7671,2019/01/24,9411783,NL,HOLENDERSKIE
7672,2019/01/24,9729879,PA,SLOWACKIE
7673,2019/01/24,9279032,NL,WULKAN POCHYLNIA
7674,2019/01/25,8719114,FO,KATOWICKIE
7675,2019/01/25,6605448,PL,WARSZTATOWE
7676,2019/01/25,9504138,IE,CZESKIE
7677,2019/01/25,9148776,AG,WARSZTATOWE
7678,2019/01/25,9349215,CY,FINSKIE
7679,2019/01/25,9218222,DE,POZNANSKIE
7680,2019/01/25,9366134,SG,GORNOSLASKIE
7681,2019/01/26,9125695,MT,WALBRZYSKIE
7682,2019/01/26,8026440,PL,WROCLAWSKIE
7683,2019/01/26,9148166,CY,RUMUNSKIE
7684,2019/01/26,9198458,BB,GORNOSLASKIE
7685,2019/01/26,8867052,RU,BULGARSKIE
7686,2019/01/27,9142576,AG,SLOWACKIE
7687,2019/01/27,8915902,DE,FOSFATOWE
7688,2019/01/27,9624859,NL,PARNICKIE
7689,2019/01/27,9373321,NL,REGALICA
7690,2019/01/28,9210359,RU,CHORZOWSKIE
7691,2019/01/28,8881723,RU,RUMUNSKIE
7692,2019/01/28,9658367,MH,CPN III
7693,2019/01/28,9117208,BB,CZESKIE
7694,2019/01/28,9250397,KN,SLOWACKIE
7695,2019/01/28,7208613,VC,WARSZTATOWE
7696,2019/01/28,7330052,NO,PARNICKIE
7697,2019/01/28,9231834,AG,FINSKIE
7698,2019/01/29,9086605,FI,GORNOSLASKIE
7699,2019/01/29,9247132,NO,ROSYJSKIE
7700,2019/01/29,9516131,CY,GORNOSLASKIE
7701,2019/01/29,9279032,NL,WULKAN POCHYLNIA
7702,2019/01/29,9529578,MH,KATOWICKIE
7703,2019/01/29,8209717,BS,PARNICKIE
7704,2019/01/29,7924401,AG,SNOP N
7705,2019/01/29,7615749,PL,SPOLDZIELCZE
7706,2019/01/29,9195729,IM,REGALICA
7707,2019/01/30,9341770,NL,FOSFATOWE
7708,2019/01/30,9109043,CY,GLIWICKIE
7709,2019/01/30,9491733,BB,WALBRZYSKIE
7710,2019/01/30,8412699,BS,BULGARSKIE
7711,2019/01/30,9073880,BS,OKO
7712,2019/01/30,8505915,VC,CHORZOWSKIE
7713,2019/01/31,9006394,NL,REGALICA
7714,2019/01/31,9161247,PL,BULWAR CHROBREGO
7715,2019/01/31,9187916,MT,BULGARSKIE
7716,2019/01/31,9403827,MT,PARNICKIE
7717,2019/01/31,9081356,VC,DRZETOWSKIE N
7718,2019/01/31,8820107,MT,SLOWACKIE
7719,2019/02/01,9198630,NL,REGALICA
7720,2019/02/01,8915902,DE,CZESKIE
7721,2019/02/01,9466219,NL,SLOWACKIE
7722,2019/02/01,9177868,BB,CHORZOWSKIE
7723,2019/02/02,8504947,DE,POZNANSKIE
7724,2019/02/02,9356579,CY,BULGARSKIE
7725,2019/02/02,7615749,PL,SPOLDZIELCZE
7726,2019/02/02,9393278,NL,PRZEMYSLOWE
7727,2019/02/02,8873336,RU,BYTOMSKIE
7728,2019/02/02,9365984,GI,FINSKIE
7729,2019/02/02,6808090,VC,GLIWICKIE
7730,2019/02/03,9010814,BS,DOK 5
7731,2019/02/03,9549645,RU,BULGARSKIE
7732,2019/02/03,9462744,NL,GLIWICKIE
7733,2019/02/03,8100636,BS,PARNICKIE
7734,2019/02/03,9341782,NL,CEMENTOWE
7735,2019/02/04,9504267,AG,WULKAN N
7736,2019/02/04,8607725,AG,ANGIELSKIE
7737,2019/02/04,9224142,NL,HUTA (KRA)
7738,2019/02/04,9268887,NL,KATOWICKIE
7739,2019/02/04,9191747,MT,HUTA (KRA)
7740,2019/02/04,7823982,NO,POLSKIE
7741,2019/02/04,9658367,MH,CPN III
7742,2019/02/04,9229049,NL,OKO
7743,2019/02/04,9125669,MT,GLIWICKIE
7744,2019/02/05,9411769,NL,HOLENDERSKIE
7745,2019/02/05,9536521,AG,DRZETOWSKIE N
7746,2019/02/05,9136101,BE,BELGIJSKIE
7747,2019/02/05,9279032,NL,WULKAN POCHYLNIA
7748,2019/02/05,9467201,NL,SLOWACKIE
7749,2019/02/05,9126687,MT,ZBOZOWE
7750,2019/02/05,9231834,AG,FINSKIE
7751,2019/02/06,7615749,PL,SPOLDZIELCZE
7752,2019/02/06,8026440,PL,CAL
7753,2019/02/06,9650999,LR,CHORZOWSKIE
7754,2019/02/06,9232498,VC,HUTA (KRA)
7755,2019/02/06,8919855,AG,FINSKIE
7756,2019/02/06,9117959,DE,BULGARSKIE
7757,2019/02/06,8402668,VC,HUTA (KRA)
7758,2019/02/07,9180841,MT,PARNICKIE
7759,2019/02/07,9005742,BB,WALBRZYSKIE
7760,2019/02/07,8505927,AG,BYTOMSKIE
7761,2019/02/07,9401984,BE,CZESKIE
7762,2019/02/07,9551662,PT,SLOWACKIE
7763,2019/02/07,9433341,AG,REMONTOWE
7764,2019/02/07,7924401,AG,DRZETOWSKIE N
7765,2019/02/08,8867052,RU,FOSFATOWE
7766,2019/02/08,9523548,NO,HUTA (KRA)
7767,2019/02/08,9114725,MT,SNOP N
7768,2019/02/08,7382495,MT,WALBRZYSKIE
7769,2019/02/08,9148207,LV,BELGIJSKIE
7770,2019/02/08,9751365,HK,KATOWICKIE
7771,2019/02/08,9349215,CY,FINSKIE
7772,2019/02/09,8104541,AG,POZNANSKIE
7773,2019/02/09,9197818,GI,BYDGOSKIE
7774,2019/02/09,8129395,FO,GLIWICKIE
7775,2019/02/09,9053828,PT,MAK
7776,2019/02/09,9279032,NL,WULKAN POCHYLNIA
7777,2019/02/09,7730769,PL,WARSZTATOWE
7778,2019/02/10,9851103,RU,WALBRZYSKIE
7779,2019/02/10,9419280,NL,CHORZOWSKIE
7780,2019/02/10,9279056,NL,CZESKIE
7781,2019/02/10,9393785,AG,BULGARSKIE
7782,2019/02/10,9195822,FO,BYTOMSKIE
7783,2019/02/10,8603365,RU,GLIWICKIE
7784,2019/02/11,9331359,NL,BELGIJSKIE
7785,2019/02/11,9529578,MH,KATOWICKIE
7786,2019/02/11,8403571,BS,HUTA (KRA)
7787,2019/02/11,9246267,AG,REGALICA
7788,2019/02/12,9375850,BB,PARNICKIE
7789,2019/02/12,9650901,NL,DRZETOWSKIE N
